"lemma","n","id"
"Ленинград",2,"pogodin_radiy.knizhka_pro_grishku"
"Моздок и Сарыкамыш",1,"pogodin_radiy.knizhka_pro_grishku"
"Москва",2,"pogodin_radiy.knizhka_pro_grishku"
"Новгород",4,"pogodin_radiy.knizhka_pro_grishku"
"Питер",1,"pogodin_radiy.knizhka_pro_grishku"
"Прибалтика",1,"pogodin_radiy.knizhka_pro_grishku"
"Решета",1,"pogodin_radiy.knizhka_pro_grishku"
"Решета - озеро",1,"pogodin_radiy.knizhka_pro_grishku"
"Рязань",1,"pogodin_radiy.knizhka_pro_grishku"
"Сомали",1,"pogodin_radiy.knizhka_pro_grishku"
"Франция",1,"pogodin_radiy.knizhka_pro_grishku"
"Южный берег Крым",1,"pogodin_radiy.knizhka_pro_grishku"
"атлантический океан",1,"pogodin_radiy.knizhka_pro_grishku"
"город Боровичи",1,"pogodin_radiy.knizhka_pro_grishku"
"город Ленинград",1,"pogodin_radiy.knizhka_pro_grishku"
"город Прокопьевск",1,"pogodin_radiy.knizhka_pro_grishku"
"деревня Коржи",2,"pogodin_radiy.knizhka_pro_grishku"
"красивый новгородский деревня Коржи",1,"pogodin_radiy.knizhka_pro_grishku"
"маленький озеро Решета",1,"pogodin_radiy.knizhka_pro_grishku"
"новгородский деревня Коржи",1,"pogodin_radiy.knizhka_pro_grishku"
"р и Г о р и й",1,"pogodin_radiy.knizhka_pro_grishku"
"Клунька",1,"pogodin_radiy.lazorevyy_petuh_moego_detstva"
"валдайский возвышенность , привертить Нила Столпник",1,"pogodin_radiy.lazorevyy_petuh_moego_detstva"
"город Ленинград",2,"pogodin_radiy.lazorevyy_petuh_moego_detstva"
"Армения",1,"poletaev.ozorniki"
"Ахтырк",1,"poletaev.ozorniki"
"Базиль",3,"poletaev.ozorniki"
"Боб",1,"poletaev.ozorniki"
"Броня",1,"poletaev.ozorniki"
"Галактика",4,"poletaev.ozorniki"
"Дагестан",1,"poletaev.ozorniki"
"Европа",1,"poletaev.ozorniki"
"Киев",1,"poletaev.ozorniki"
"Клиаст",18,"poletaev.ozorniki"
"Клиаста",3,"poletaev.ozorniki"
"Крым",2,"poletaev.ozorniki"
"Лаюма",1,"poletaev.ozorniki"
"Лев",1,"poletaev.ozorniki"
"Мале",1,"poletaev.ozorniki"
"Мальгрин",1,"poletaev.ozorniki"
"Маля",3,"poletaev.ozorniki"
"Море Изобилия",1,"poletaev.ozorniki"
"Море Кризисов",1,"poletaev.ozorniki"
"Море какой-то Смит",1,"poletaev.ozorniki"
"Мук",4,"poletaev.ozorniki"
"Муке",1,"poletaev.ozorniki"
"Одесса",1,"poletaev.ozorniki"
"Озы",1,"poletaev.ozorniki"
"Ростов",2,"poletaev.ozorniki"
"СМУ",1,"poletaev.ozorniki"
"Цирвал",12,"poletaev.ozorniki"
"Цирвал Клиаст",1,"poletaev.ozorniki"
"Цирваль",9,"poletaev.ozorniki"
"Яшка !",1,"poletaev.ozorniki"
"васюнинский",1,"poletaev.ozorniki"
"вечный Холода",1,"poletaev.ozorniki"
"защиту флки",1,"poletaev.ozorniki"
"красотища",1,"poletaev.ozorniki"
"море Озы",1,"poletaev.ozorniki"
"мук",1,"poletaev.ozorniki"
"мука",1,"poletaev.ozorniki"
"планета Клиаст",1,"poletaev.ozorniki"
"планета Цирваль",1,"poletaev.ozorniki"
"пустынный Галактика",1,"poletaev.ozorniki"
"разведчик Клиаста",2,"poletaev.ozorniki"
"рассмотреть",1,"poletaev.ozorniki"
"тунгусский",1,"poletaev.ozorniki"
"угасать Клиаст",1,"poletaev.ozorniki"
"ур",1,"poletaev.ozorniki"
"устной",1,"poletaev.ozorniki"
"экран Мука",1,"poletaev.ozorniki"
"Австралия",1,"polikarpova.dve_berezy_na_holme"
"Берлин",3,"polikarpova.dve_berezy_na_holme"
"Верки Матвеева",1,"polikarpova.dve_berezy_na_holme"
"Германия",2,"polikarpova.dve_berezy_na_holme"
"Горловка",1,"polikarpova.dve_berezy_na_holme"
"Европа",1,"polikarpova.dve_berezy_na_holme"
"Зульфий",1,"polikarpova.dve_berezy_na_holme"
"Зульфия",1,"polikarpova.dve_berezy_na_holme"
"Кама",1,"polikarpova.dve_berezy_na_holme"
"Камышла",1,"polikarpova.dve_berezy_na_holme"
"Камышлов",1,"polikarpova.dve_berezy_na_holme"
"Киргизия",4,"polikarpova.dve_berezy_na_holme"
"Краснодон",2,"polikarpova.dve_berezy_na_holme"
"Лена",3,"polikarpova.dve_berezy_na_holme"
"Лешка",1,"polikarpova.dve_berezy_na_holme"
"Люксембург",1,"polikarpova.dve_berezy_na_holme"
"Маугли",1,"polikarpova.dve_berezy_na_holme"
"Москва",1,"polikarpova.dve_berezy_na_holme"
"Окиян",1,"polikarpova.dve_berezy_na_holme"
"Ольга",1,"polikarpova.dve_berezy_na_holme"
"Палачево",1,"polikarpova.dve_berezy_na_holme"
"Пеньках",7,"polikarpova.dve_berezy_na_holme"
"Пеньки",9,"polikarpova.dve_berezy_na_holme"
"Пеньков",3,"polikarpova.dve_berezy_na_holme"
"Пушкин",1,"polikarpova.dve_berezy_na_holme"
"Садов",1,"polikarpova.dve_berezy_na_holme"
"Садова",1,"polikarpova.dve_berezy_na_holme"
"Степка Садов",1,"polikarpova.dve_berezy_na_holme"
"Степка Садова",1,"polikarpova.dve_berezy_na_holme"
"Тоне",1,"polikarpova.dve_berezy_na_holme"
"Франция",1,"polikarpova.dve_berezy_na_holme"
"Эн.",1,"polikarpova.dve_berezy_na_holme"
"выкрик",1,"polikarpova.dve_berezy_na_holme"
"город Краснодон",1,"polikarpova.dve_berezy_na_holme"
"какой-нибудь Шперлингсдорф - обыкновенный воробьиный деревня",1,"polikarpova.dve_berezy_na_holme"
"маленький город Эн.",1,"polikarpova.dve_berezy_na_holme"
"новый пеньковский планета",1,"polikarpova.dve_berezy_na_holme"
"острый деревня",1,"polikarpova.dve_berezy_na_holme"
"палачевка",1,"polikarpova.dve_berezy_na_holme"
"первай",1,"polikarpova.dve_berezy_na_holme"
"село Пеньки",1,"polikarpova.dve_berezy_na_holme"
"чужой - Пеньки",1,"polikarpova.dve_berezy_na_holme"
"Артек",1,"polivin.solniechnyi_malchik"
"Боев",1,"polivin.solniechnyi_malchik"
"Варн",1,"polivin.solniechnyi_malchik"
"Габрово",1,"polivin.solniechnyi_malchik"
"Кусак",1,"polivin.solniechnyi_malchik"
"Ленинград",1,"polivin.solniechnyi_malchik"
"Сани",1,"polivin.solniechnyi_malchik"
"Светлоград",2,"polivin.solniechnyi_malchik"
"Страна",3,"polivin.solniechnyi_malchik"
"Страна банановый пряник",1,"polivin.solniechnyi_malchik"
"Страна негаснущий звёзд",1,"polivin.solniechnyi_malchik"
"Хру-Хр",2,"polivin.solniechnyi_malchik"
"весь шоколадный материк",2,"polivin.solniechnyi_malchik"
"гимн Кусак """,1,"polivin.solniechnyi_malchik"
"империя Хру-Хр",3,"polivin.solniechnyi_malchik"
"северный",2,"polivin.solniechnyi_malchik"
"страна баноновый преникий",1,"polivin.solniechnyi_malchik"
"шоколадный материк",1,"polivin.solniechnyi_malchik"
"шоколадный материка",3,"polivin.solniechnyi_malchik"
"Англия",1,"polonsky.dozhivem"
"Москва",1,"polonsky.dozhivem"
"Париж",1,"polonsky.dozhivem"
"Пензе",1,"polonsky.dozhivem"
"Рита",1,"polonsky.dozhivem"
"Россия",2,"polonsky.dozhivem"
"Севастополь",1,"polonsky.dozhivem"
"Черевичкина",1,"polonsky.dozhivem"
"страна НАТО",1,"polonsky.dozhivem"
"Австралия",1,"poluianov.odolen_trava"
"Америка",3,"poluianov.odolen_trava"
"Англия",2,"poluianov.odolen_trava"
"Архангельск",27,"poluianov.odolen_trava"
"Бакарица",2,"poluianov.odolen_trava"
"Балтика",1,"poluianov.odolen_trava"
"Белоруссия",1,"poluianov.odolen_trava"
"Березник",1,"poluianov.odolen_trava"
"Британия",1,"poluianov.odolen_trava"
"Вага",1,"poluianov.odolen_trava"
"Ваги",2,"poluianov.odolen_trava"
"Вагу",3,"poluianov.odolen_trava"
"Варшав",1,"poluianov.odolen_trava"
"Варшава",2,"poluianov.odolen_trava"
"Вельска",1,"poluianov.odolen_trava"
"Вельски",1,"poluianov.odolen_trava"
"Владивосток",1,"poluianov.odolen_trava"
"Владимир красный Солнышко",1,"poluianov.odolen_trava"
"Волга",1,"poluianov.odolen_trava"
"Вологд",2,"poluianov.odolen_trava"
"Вологда",14,"poluianov.odolen_trava"
"Воронеж",1,"poluianov.odolen_trava"
"Выселка",2,"poluianov.odolen_trava"
"Галиция",4,"poluianov.odolen_trava"
"Гена",1,"poluianov.odolen_trava"
"Германия",1,"poluianov.odolen_trava"
"Городка",10,"poluianov.odolen_trava"
"Городок",4,"poluianov.odolen_trava"
"Губоно",1,"poluianov.odolen_trava"
"Губсовпроф",1,"poluianov.odolen_trava"
"Дания",1,"poluianov.odolen_trava"
"Двина",13,"poluianov.odolen_trava"
"Достовалов",1,"poluianov.odolen_trava"
"Евдокиин",1,"poluianov.odolen_trava"
"Европа",2,"poluianov.odolen_trava"
"Ельма",4,"poluianov.odolen_trava"
"Емецк",2,"poluianov.odolen_trava"
"Затон",1,"poluianov.odolen_trava"
"Кавказ",2,"poluianov.odolen_trava"
"Кандалакша",1,"poluianov.odolen_trava"
"Каргополь",1,"poluianov.odolen_trava"
"Кегостров",2,"poluianov.odolen_trava"
"Киев",1,"poluianov.odolen_trava"
"Котлас",3,"poluianov.odolen_trava"
"Красноборск",1,"poluianov.odolen_trava"
"Кремль",5,"poluianov.odolen_trava"
"Крым",1,"poluianov.odolen_trava"
"Кузнечиха",3,"poluianov.odolen_trava"
"Кузоменье",2,"poluianov.odolen_trava"
"Лассаль",1,"poluianov.odolen_trava"
"Мезень",1,"poluianov.odolen_trava"
"Москва",10,"poluianov.odolen_trava"
"Мудьюг",2,"poluianov.odolen_trava"
"Мурманск",3,"poluianov.odolen_trava"
"Мурманска",1,"poluianov.odolen_trava"
"Мхя",1,"poluianov.odolen_trava"
"Обозерская",1,"poluianov.odolen_trava"
"Озерный",2,"poluianov.odolen_trava"
"Ося",1,"poluianov.odolen_trava"
"Париж",2,"poluianov.odolen_trava"
"Пермь",2,"poluianov.odolen_trava"
"Петр i",1,"poluianov.odolen_trava"
"Печор",1,"poluianov.odolen_trava"
"Пикадилли",1,"poluianov.odolen_trava"
"Пинеги",1,"poluianov.odolen_trava"
"Питер",5,"poluianov.odolen_trava"
"Плесецкая",1,"poluianov.odolen_trava"
"Пруссия",1,"poluianov.odolen_trava"
"Раменье",25,"poluianov.odolen_trava"
"Раменье яровый",1,"poluianov.odolen_trava"
"Раменья",3,"poluianov.odolen_trava"
"Расеюшка",1,"poluianov.odolen_trava"
"Республика Совет",2,"poluianov.odolen_trava"
"Россия",19,"poluianov.odolen_trava"
"Русь",3,"poluianov.odolen_trava"
"Север",3,"poluianov.odolen_trava"
"Сибирь",3,"poluianov.odolen_trava"
"Совет",1,"poluianov.odolen_trava"
"Соломбала",2,"poluianov.odolen_trava"
"Средь-Мехреньг",1,"poluianov.odolen_trava"
"Трансвааль",1,"poluianov.odolen_trava"
"Тулой",1,"poluianov.odolen_trava"
"Тура - тур",1,"poluianov.odolen_trava"
"Украина",5,"poluianov.odolen_trava"
"Усть-Вагой",1,"poluianov.odolen_trava"
"Устюг",1,"poluianov.odolen_trava"
"Франция",2,"poluianov.odolen_trava"
"Франция Кольский полуостров",1,"poluianov.odolen_trava"
"Царицын",1,"poluianov.odolen_trava"
"Череповец",1,"poluianov.odolen_trava"
"Шексн",1,"poluianov.odolen_trava"
"Шепилихи",1,"poluianov.odolen_trava"
"Эльбрус",1,"poluianov.odolen_trava"
"архангельский порт",1,"poluianov.odolen_trava"
"важский земля",1,"poluianov.odolen_trava"
"варварский Россия",1,"poluianov.odolen_trava"
"великий Устюг",1,"poluianov.odolen_trava"
"верховный Управление Северный область",2,"poluianov.odolen_trava"
"весь Городок",1,"poluianov.odolen_trava"
"глухой Ельма",2,"poluianov.odolen_trava"
"гора",1,"poluianov.odolen_trava"
"город Архангельск",1,"poluianov.odolen_trava"
"далекий Архангельск",1,"poluianov.odolen_trava"
"далекий Ваги",1,"poluianov.odolen_trava"
"дальний Восток — японец",1,"poluianov.odolen_trava"
"двина",1,"poluianov.odolen_trava"
"двинский Березник",1,"poluianov.odolen_trava"
"деревня Шидрово",1,"poluianov.odolen_trava"
"екатерининский - дворянский",1,"poluianov.odolen_trava"
"ельмо",2,"poluianov.odolen_trava"
"краснуй арми",1,"poluianov.odolen_trava"
"красный Армия",2,"poluianov.odolen_trava"
"мха",1,"poluianov.odolen_trava"
"не Россия",1,"poluianov.odolen_trava"
"немецкий слобода",1,"poluianov.odolen_trava"
"озерный",1,"poluianov.odolen_trava"
"парасковье",1,"poluianov.odolen_trava"
"первый конный",1,"poluianov.odolen_trava"
"петроградский и московский гарнизон",1,"poluianov.odolen_trava"
"питерский",1,"poluianov.odolen_trava"
"плесецкий",1,"poluianov.odolen_trava"
"плесецкий войска",1,"poluianov.odolen_trava"
"плесецкий лес",1,"poluianov.odolen_trava"
"по Рамень",1,"poluianov.odolen_trava"
"поморской",1,"poluianov.odolen_trava"
"прекрасный Франция",1,"poluianov.odolen_trava"
"причал",1,"poluianov.odolen_trava"
"псковский",1,"poluianov.odolen_trava"
"пустынен Мудьюг",1,"poluianov.odolen_trava"
"раменье",1,"poluianov.odolen_trava"
"раменье Ельма",2,"poluianov.odolen_trava"
"родина",1,"poluianov.odolen_trava"
"российский империя",2,"poluianov.odolen_trava"
"руса Иван",1,"poluianov.odolen_trava"
"русский",1,"poluianov.odolen_trava"
"свободный Россия",1,"poluianov.odolen_trava"
"северный Двина",1,"poluianov.odolen_trava"
"советский республика",1,"poluianov.odolen_trava"
"степе-питерский",1,"poluianov.odolen_trava"
"тверской - Ямский",1,"poluianov.odolen_trava"
"темный Рамень",3,"poluianov.odolen_trava"
"тихий почтамтский",1,"poluianov.odolen_trava"
"трансвааль",1,"poluianov.odolen_trava"
"финляндский",1,"poluianov.odolen_trava"
"численно",1,"poluianov.odolen_trava"
"яковлевский",1,"poluianov.odolen_trava"
"японец",1,"poluianov.odolen_trava"
"Вселенная",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Коневиц",2,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Ладог",4,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Ладога",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Ладоги",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Ленинград",2,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Нева",3,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Никитой",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Петрокрепость",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Полинезия",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Свирь",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Шлиссельбург",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"весь Ладог",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"весь Нева",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"идти",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"лодейный поле",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"спокойный Свирь",1,"popov_valeriy.pohozhdeniya_dvuh_goremyk"
"Барбацуце",1,"prokofeva.loskutik_i_oblako"
"Слыш",1,"prokofeva.loskutik_i_oblako"
"запретить",1,"prokofeva.loskutik_i_oblako"
"кривой улица",1,"prokofeva.loskutik_i_oblako"
"ночной Философ",1,"prokofeva.loskutik_i_oblako"
"одинокий Корова",2,"prokofeva.loskutik_i_oblako"
"старый грозовый Туча",1,"prokofeva.loskutik_i_oblako"
"Ката",1,"prokofieva.ostav_okno_otkrytym"
"Ленинград",1,"prokofieva.ostav_okno_otkrytym"
"Темнотищ",3,"prokofieva.ostav_okno_otkrytym"
"бассейн с два трубама",1,"prokofieva.ostav_okno_otkrytym"
"замочный скважина",1,"prokofieva.ostav_okno_otkrytym"
"карман",1,"prokofieva.ostav_okno_otkrytym"
"наш Галактика",1,"prokofieva.ostav_okno_otkrytym"
"пустыня Сахара",1,"prokofieva.ostav_okno_otkrytym"
"самый Темнотища",1,"prokofieva.ostav_okno_otkrytym"
"сберегательной кассе - ---------------------22a----2-2-2-2-2-2-2-2-2-2224",1,"prokofieva.ostav_okno_otkrytym"
"советский Союз",1,"prokofieva.ostav_okno_otkrytym"
"уличный движение и",1,"prokofieva.ostav_okno_otkrytym"
"Страна",4,"prokofieva_sofia.skazka_o_vetre"
"Страна веселый Тружеников",6,"prokofieva_sofia.skazka_o_vetre"
"Хранитель Запахов",1,"prokofieva_sofia.skazka_o_vetre"
"Чел",1,"prokofieva_sofia.skazka_o_vetre"
"ваш Прозрачность",1,"prokofieva_sofia.skazka_o_vetre"
"ваш прекрасный Прозрачность",1,"prokofieva_sofia.skazka_o_vetre"
"женщина , который не хотеть стирать мой колпак ?",1,"prokofieva_sofia.skazka_o_vetre"
"лесной Клоп",1,"prokofieva_sofia.skazka_o_vetre"
"министр чистый Белья",1,"prokofieva_sofia.skazka_o_vetre"
"пивной Кружка",1,"prokofieva_sofia.skazka_o_vetre"
"Австралия",1,"rekemchuk_aleksandr.malchiki"
"Александр Мальчики",1,"rekemchuk_aleksandr.malchiki"
"Арнштадт",1,"rekemchuk_aleksandr.malchiki"
"Ашхабад",1,"rekemchuk_aleksandr.malchiki"
"Большой",1,"rekemchuk_aleksandr.malchiki"
"Большой грузинский",6,"rekemchuk_aleksandr.malchiki"
"Ван Гог",1,"rekemchuk_aleksandr.malchiki"
"Ван Клиберн",1,"rekemchuk_aleksandr.malchiki"
"Ватикан",1,"rekemchuk_aleksandr.malchiki"
"Верей",5,"rekemchuk_aleksandr.malchiki"
"Волхонка",3,"rekemchuk_aleksandr.malchiki"
"Восстание",1,"rekemchuk_aleksandr.malchiki"
"Добрына Никитич и "" Орленка """,1,"rekemchuk_aleksandr.malchiki"
"Европа",1,"rekemchuk_aleksandr.malchiki"
"Италия",1,"rekemchuk_aleksandr.malchiki"
"Кавказ",2,"rekemchuk_aleksandr.malchiki"
"Киевский",1,"rekemchuk_aleksandr.malchiki"
"Конго",1,"rekemchuk_aleksandr.malchiki"
"Кремль",1,"rekemchuk_aleksandr.malchiki"
"Крокодиль",1,"rekemchuk_aleksandr.malchiki"
"Крым",1,"rekemchuk_aleksandr.malchiki"
"Ленинград",4,"rekemchuk_aleksandr.malchiki"
"Липецк",11,"rekemchuk_aleksandr.malchiki"
"Лужники",1,"rekemchuk_aleksandr.malchiki"
"Майк",2,"rekemchuk_aleksandr.malchiki"
"Моне",1,"rekemchuk_aleksandr.malchiki"
"Москва",32,"rekemchuk_aleksandr.malchiki"
"Москва - река",1,"rekemchuk_aleksandr.malchiki"
"Наместников",1,"rekemchuk_aleksandr.malchiki"
"Париж",1,"rekemchuk_aleksandr.malchiki"
"Польша",1,"rekemchuk_aleksandr.malchiki"
"Пресня",2,"rekemchuk_aleksandr.malchiki"
"Протва",2,"rekemchuk_aleksandr.malchiki"
"Россия",4,"rekemchuk_aleksandr.malchiki"
"Сорренто",1,"rekemchuk_aleksandr.malchiki"
"Тиунов Саша",1,"rekemchuk_aleksandr.malchiki"
"Трускавец",1,"rekemchuk_aleksandr.malchiki"
"ЦСКА",1,"rekemchuk_aleksandr.malchiki"
"Шаболовка",1,"rekemchuk_aleksandr.malchiki"
"Швеция",1,"rekemchuk_aleksandr.malchiki"
"Януш Корчак",1,"rekemchuk_aleksandr.malchiki"
"больший грузинский улица",1,"rekemchuk_aleksandr.malchiki"
"весь этот зеленый город Липецк",1,"rekemchuk_aleksandr.malchiki"
"город Ашхабад",3,"rekemchuk_aleksandr.malchiki"
"грузинский",1,"rekemchuk_aleksandr.malchiki"
"кировский область",2,"rekemchuk_aleksandr.malchiki"
"комсомольский проспект",1,"rekemchuk_aleksandr.malchiki"
"консерватория",1,"rekemchuk_aleksandr.malchiki"
"красный Пресна",1,"rekemchuk_aleksandr.malchiki"
"красный Пресня на Большой грузинский",1,"rekemchuk_aleksandr.malchiki"
"малый грузинский",4,"rekemchuk_aleksandr.malchiki"
"нет талант ?",1,"rekemchuk_aleksandr.malchiki"
"самый Ашхабад",1,"rekemchuk_aleksandr.malchiki"
"самый Москва",1,"rekemchuk_aleksandr.malchiki"
"село Арбаж",2,"rekemchuk_aleksandr.malchiki"
"советский Армия",1,"rekemchuk_aleksandr.malchiki"
"советский Союз",2,"rekemchuk_aleksandr.malchiki"
"тихий Липецк",1,"rekemchuk_aleksandr.malchiki"
"целый Липецк",1,"rekemchuk_aleksandr.malchiki"
"Алтай",1,"remez.chetverka_v_chetverti"
"Аэрофлот",1,"remez.chetverka_v_chetverti"
"Берлин",1,"remez.chetverka_v_chetverti"
"Болгария",1,"remez.chetverka_v_chetverti"
"Боливия",31,"remez.chetverka_v_chetverti"
"Галкина",1,"remez.chetverka_v_chetverti"
"Днепропетровск",1,"remez.chetverka_v_chetverti"
"Европа",1,"remez.chetverka_v_chetverti"
"Зоосад",1,"remez.chetverka_v_chetverti"
"Кубань",2,"remez.chetverka_v_chetverti"
"Курск",1,"remez.chetverka_v_chetverti"
"Москва",1,"remez.chetverka_v_chetverti"
"Парагвай",1,"remez.chetverka_v_chetverti"
"Сызрани",1,"remez.chetverka_v_chetverti"
"Сызрань",4,"remez.chetverka_v_chetverti"
"Тюмень",1,"remez.chetverka_v_chetverti"
"Университет",1,"remez.chetverka_v_chetverti"
"Харьков",1,"remez.chetverka_v_chetverti"
"Чехословакия",1,"remez.chetverka_v_chetverti"
"Чили",1,"remez.chetverka_v_chetverti"
"африканский континент",1,"remez.chetverka_v_chetverti"
"весь СССР",1,"remez.chetverka_v_chetverti"
"провинция Сызранэ",1,"remez.chetverka_v_chetverti"
"садово-гончарный",1,"remez.chetverka_v_chetverti"
"средний Азия",1,"remez.chetverka_v_chetverti"
"шестидесятый старопролетарский район",1,"remez.chetverka_v_chetverti"
"Барнаул",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Башкирия",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Брест до Владивосток",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Владимир Соколов",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Европа",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Марс",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Москва",12,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Подмосковье",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Рим",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Рыбинск",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Сахалин",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Светка",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Северодвинск",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Сосновка",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Стокгольм",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Ташкент",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Уфа",5,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Хабаровск",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Чур",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"индийский",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"майский",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"польский городок Згерж",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"рыбинский",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"этот страна Башкирия",1,"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke"
"Кисловодск",1,"sabinina.rodeo_lidy_kariakinoi"
"Крым",1,"sabinina.rodeo_lidy_kariakinoi"
"Лида",1,"sabinina.rodeo_lidy_kariakinoi"
"Урал",4,"sabinina.rodeo_lidy_kariakinoi"
"Бетельгейз",2,"sadovnikov.prodaviets_prikliuchienii"
"Близнецов",1,"sadovnikov.prodaviets_prikliuchienii"
"Большой Медведица",2,"sadovnikov.prodaviets_prikliuchienii"
"Будущий",2,"sadovnikov.prodaviets_prikliuchienii"
"Вег",1,"sadovnikov.prodaviets_prikliuchienii"
"Венера",2,"sadovnikov.prodaviets_prikliuchienii"
"Весов",1,"sadovnikov.prodaviets_prikliuchienii"
"Вселенная",9,"sadovnikov.prodaviets_prikliuchienii"
"Европа",1,"sadovnikov.prodaviets_prikliuchienii"
"Земля",3,"sadovnikov.prodaviets_prikliuchienii"
"Кассиопея",2,"sadovnikov.prodaviets_prikliuchienii"
"Кембридж",1,"sadovnikov.prodaviets_prikliuchienii"
"Константинополь",1,"sadovnikov.prodaviets_prikliuchienii"
"Кузьма",1,"sadovnikov.prodaviets_prikliuchienii"
"Марина",7,"sadovnikov.prodaviets_prikliuchienii"
"Мурманск",1,"sadovnikov.prodaviets_prikliuchienii"
"Новороссийск",1,"sadovnikov.prodaviets_prikliuchienii"
"Новороссийск-йской",1,"sadovnikov.prodaviets_prikliuchienii"
"Новороссийский",1,"sadovnikov.prodaviets_prikliuchienii"
"Петенька",2,"sadovnikov.prodaviets_prikliuchienii"
"Петенька !",1,"sadovnikov.prodaviets_prikliuchienii"
"Савраска",1,"sadovnikov.prodaviets_prikliuchienii"
"Сани",2,"sadovnikov.prodaviets_prikliuchienii"
"Туапс",1,"sadovnikov.prodaviets_prikliuchienii"
"Хва",3,"sadovnikov.prodaviets_prikliuchienii"
"большой и малый Медведиц",1,"sadovnikov.prodaviets_prikliuchienii"
"большой и малый Медведица",1,"sadovnikov.prodaviets_prikliuchienii"
"ваш Вася",1,"sadovnikov.prodaviets_prikliuchienii"
"вселенский Энциклопедия",1,"sadovnikov.prodaviets_prikliuchienii"
"древний Земля",2,"sadovnikov.prodaviets_prikliuchienii"
"замок Тур",1,"sadovnikov.prodaviets_prikliuchienii"
"кассиопий",1,"sadovnikov.prodaviets_prikliuchienii"
"млечный путь",1,"sadovnikov.prodaviets_prikliuchienii"
"наш Галактика",1,"sadovnikov.prodaviets_prikliuchienii"
"не",1,"sadovnikov.prodaviets_prikliuchienii"
"неожиданный """,1,"sadovnikov.prodaviets_prikliuchienii"
"неожиданный Финалов",1,"sadovnikov.prodaviets_prikliuchienii"
"окружение Петенька",1,"sadovnikov.prodaviets_prikliuchienii"
"планета Ад",1,"sadovnikov.prodaviets_prikliuchienii"
"планета Алоя",3,"sadovnikov.prodaviets_prikliuchienii"
"планета Икс",3,"sadovnikov.prodaviets_prikliuchienii"
"планета Хва",3,"sadovnikov.prodaviets_prikliuchienii"
"предать Савраска",1,"sadovnikov.prodaviets_prikliuchienii"
"просить",1,"sadovnikov.prodaviets_prikliuchienii"
"родимой Земля",1,"sadovnikov.prodaviets_prikliuchienii"
"с",1,"sadovnikov.prodaviets_prikliuchienii"
"самый Андромед",1,"sadovnikov.prodaviets_prikliuchienii"
"самый совершенный",7,"sadovnikov.prodaviets_prikliuchienii"
"совершенный",1,"sadovnikov.prodaviets_prikliuchienii"
"созвездие Весов",2,"sadovnikov.prodaviets_prikliuchienii"
"созвездие Кита",1,"sadovnikov.prodaviets_prikliuchienii"
"университет",1,"sadovnikov.prodaviets_prikliuchienii"
