"toponym","index","more_one"
"давать !","E10258",FALSE
"деревня Муллаши́","E10259",TRUE
"камышинский","E10260",FALSE
"кольцовский переулок","E10261",TRUE
"комиссар Конвент","E10262",TRUE
"кораблик с вытянуть по ветер флаг …","E10263",TRUE
"обский","E10264",FALSE
"ой …","E10265",FALSE
"остров Гваделорк","E10266",TRUE
"остров Гваделуп","E10267",TRUE
"петербургский университет Пэ А Повилика","E10268",TRUE
"полиграф","E10269",FALSE
"пристанский район","E10270",TRUE
"село верхний Бор","E10271",TRUE
"сибирский городок","E10272",TRUE
"тетя Лара","E10273",TRUE
"турень","E10274",FALSE
"шах","E10275",FALSE
"Ато-Гано","E10276",TRUE
"Воркута","E10277",FALSE
"Герцен","E10278",FALSE
"Земля Луи","E10279",TRUE
"Исаакий","E10280",FALSE
"Константинополис","E10281",FALSE
"Линий","E10282",FALSE
"Линия","E10283",FALSE
"Луи","E10284",FALSE
"Манежа","E10285",FALSE
"Мик","E10286",FALSE
"Мика","E10287",FALSE
"Односторонк","E10288",FALSE
"Односторонка","E10289",FALSE
"ПЛАНЪ город турени","E10290",TRUE
"Росси","E10291",FALSE
"Симк","E10292",FALSE
"Симка","E10293",FALSE
"Симки","E10294",FALSE
"Симки и Мика","E10295",TRUE
"Симкин распоряжение","E10296",TRUE
"Стеклов","E10297",FALSE
"Туренька","E10298",FALSE
"Туреньки","E10299",FALSE
"Фатянь","E10300",FALSE
"Хабаровский край","E10301",TRUE
"Юрий Долгорук","E10302",TRUE
"Ялупаевск","E10303",FALSE
"альбом Мика","E10304",TRUE
"береговой Односторонк","E10305",TRUE
"буксир …","E10306",FALSE
"верхний Бора","E10307",TRUE
"высший Разум","E10308",TRUE
"город Сибирь","E10309",TRUE
"жюльверновский","E10310",FALSE
"ишимский","E10311",FALSE
"капитан серебряный век","E10312",TRUE
"на далекий Север","E10313",TRUE
"нагорный","E10314",FALSE
"народный власть","E10315",TRUE
"настоящий Мик","E10316",TRUE
"остров Березань","E10317",TRUE
"подмосковный Дмитров","E10318",TRUE
"полярный Урал","E10319",TRUE
"поэма Гумилев","E10320",TRUE
"река Монтанар","E10321",TRUE
"речной","E10322",FALSE
"симка","E10323",FALSE
"симкин жизнь","E10324",TRUE
"соседний городок Ялупаевск","E10325",TRUE
"твой нагорный","E10326",TRUE
"тига Михаил","E10327",TRUE
"широчить серый Нева","E10328",TRUE
"этот Мик","E10329",TRUE
"южный ,","E10330",FALSE
"янтарный Балтика","E10331",TRUE
"""","E10332",FALSE
""" Остров","E10333",FALSE
""" дворец","E10334",FALSE
"Арцеулов","E10335",FALSE
"Большой Городище","E10336",TRUE
"Васко Нуньес Бальбой","E10337",TRUE
"Вильгельм Телля","E10338",TRUE
"Войновка","E10339",FALSE
"Галь","E10340",FALSE
"Глущенко","E10341",FALSE
"Голышманов","E10342",FALSE
"Гороно","E10343",FALSE
"Ди Тафель","E10344",TRUE
"Дуне","E10345",FALSE
"Затюменка","E10346",FALSE
"Казанский Лодька","E10347",TRUE
"Клим","E10348",FALSE
"Лена Герд","E10349",TRUE
"Лео","E10350",FALSE
"Лодькина","E10351",FALSE
"Лёнчик","E10352",FALSE
"МБ","E10353",FALSE
"МГБ","E10354",FALSE
"Манчжурия","E10355",FALSE
"Молотов","E10356",FALSE
"Москва — Пекин","E10357",TRUE
"Москва-Пекин","E10358",TRUE
"Н. Ларiонов","E10359",TRUE
"Отчизна родной","E10360",TRUE
"Паганел","E10361",FALSE
"Парфеново","E10362",FALSE
"Привоз","E10363",FALSE
"Реконструктор","E10364",FALSE
"Семаков","E10365",FALSE
"Стас Каневская","E10366",TRUE
"Стаси","E10367",FALSE
"Темпе","E10368",FALSE
"Толька Синьм","E10369",TRUE
"Тюмень город Тобольск","E10370",TRUE
"Цара Салтан","E10371",TRUE
"верхнеборской","E10372",FALSE
"город Тюмень","E10373",TRUE
"дакать","E10374",FALSE
"далекий город Смоленск","E10375",TRUE
"длинный бревенчатый склад с засов на широкий ворота .","E10376",TRUE
"другой Родина","E10377",TRUE
"заговоренный","E10378",FALSE
"камышинский улица","E10379",TRUE
"ленинский сад","E10380",TRUE
"лодь","E10381",FALSE
"мадам Баттерфляй","E10382",TRUE
"московский "" Динамо ""","E10383",TRUE
"они такой ?","E10384",TRUE
"осада Ларошели","E10385",TRUE
"по Герцен","E10386",TRUE
"профсоюзный","E10387",FALSE
"село Голышманов","E10388",TRUE
"сказка Севки Глущенко","E10389",TRUE
"славный город Тюмень","E10390",TRUE
"смоленский улица","E10391",TRUE
"спасский","E10392",FALSE
"такой","E10393",FALSE
"текутьевский","E10394",FALSE
"тихий казанский","E10395",TRUE
"улица Дзержинский","E10396",TRUE
"улица Республика","E10397",TRUE
"цепь Галля","E10398",TRUE
"2-й раздельный","E10399",TRUE
"Белорыбье","E10400",FALSE
"Гель - Гья","E10401",TRUE
"Горнозабойск","E10402",FALSE
"Евгения Онегин","E10403",TRUE
"Инск","E10404",FALSE
"Инск Садова","E10405",TRUE
"Информаторий","E10406",FALSE
"Караван","E10407",FALSE
"Колея","E10408",FALSE
"Кольцовск","E10409",FALSE
"Крепость","E10410",FALSE
"Лыш","E10411",FALSE
"Лыша","E10412",FALSE
"НОВО-ЗАТОРСК","E10413",TRUE
"Ново-Заторск","E10414",TRUE
"Ново-Туринск","E10415",TRUE
"Новозаторск","E10416",FALSE
"Песков","E10417",FALSE
"Пирамида","E10418",FALSE
"Пирамида Лыш","E10419",TRUE
"Пирамида Лыша","E10420",TRUE
"Пустоши","E10421",FALSE
"Пустошь","E10422",FALSE
"Регент","E10423",FALSE
"Росика","E10424",FALSE
"Роська","E10425",FALSE
"Степановск","E10426",FALSE
"Толь-Полина","E10427",TRUE
"Тэ Вэ","E10428",TRUE
"Управа город Инск","E10429",TRUE
"Хаса-Тельп","E10430",TRUE
"Холмск","E10431",FALSE
"Хребт","E10432",FALSE
"Шурочка Глазырин из текстильный","E10433",TRUE
"Эс Вэ Гэ","E10434",TRUE
"Юрий Семецкий","E10435",TRUE
"великий Кристалл мироздание","E10436",TRUE
"великий время","E10437",TRUE
"весь Империя","E10438",TRUE
"весь Инск","E10439",TRUE
"весь город Инск","E10440",TRUE
"вкуснота …","E10441",FALSE
"волохинский разъезд","E10442",TRUE
"вольный город Инск","E10443",TRUE
"второй раздельный","E10444",TRUE
"где вокзал-то ?","E10445",TRUE
"город Инск","E10446",TRUE
"город Ча","E10447",TRUE
"городской вал","E10448",TRUE
"далекий город Ча","E10449",TRUE
"заозерный Сельца","E10450",TRUE
"заторский Посада","E10451",TRUE
"зеленый полигон","E10452",TRUE
"имперский","E10453",FALSE
"интернет","E10454",FALSE
"какой-то Горнозабойск","E10455",TRUE
"капитан лист ""","E10456",TRUE
"катерный проезд","E10457",TRUE
"колея","E10458",FALSE
"крепостной улица","E10459",TRUE
"круг Юна","E10460",TRUE
"май","E10461",FALSE
"малый Ельникий","E10462",TRUE
"малый смоленский пер","E10463",TRUE
"несуществующий город Инск","E10464",TRUE
"ново-заторский","E10465",TRUE
"нынешний почти незнакомый Грин","E10466",TRUE
"оборонный","E10467",FALSE
"осторожность","E10468",FALSE
"павлоградский","E10469",FALSE
"пам. старина","E10470",TRUE
"поселок Постышево","E10471",TRUE
"поселок Рудаково","E10472",TRUE
"почтовой Ромашка","E10473",TRUE
"природа дорога","E10474",TRUE
"простор родной Империя","E10475",TRUE
"пятнистый - зеленый Пустошь","E10476",TRUE
"распустить организация "" желтый волос "" …","E10477",TRUE
"рыночный проезд","E10478",TRUE
"с так называть Памятник","E10479",TRUE
"славный Империя","E10480",TRUE
"славный город Инск","E10481",TRUE
"странный город Инск","E10482",TRUE
"так называть Крепость","E10483",TRUE
"театральный бульвар","E10484",TRUE
"хе-хе","E10485",TRUE
"Александр Новик","E10486",TRUE
"Вознесенская","E10487",FALSE
"Юрий Юдин","E10488",TRUE
"белорусский город Гродно","E10489",TRUE
"вечерний Свердловск","E10490",TRUE
"литературный Россия ""","E10491",TRUE
"мой город","E10492",TRUE
"пригородный червишевский тракт","E10493",TRUE
"родной город Тюмень","E10494",TRUE
"романтический","E10495",FALSE
"севастопольский шестой бастионный","E10496",TRUE
"славный город Екатеринбург","E10497",TRUE
"старый Тюмень","E10498",TRUE
"тюменский университет","E10499",TRUE
"улица","E10500",FALSE
"улица Иркутский","E10501",TRUE
"ю Тюмень","E10502",TRUE
"JOU","E10503",FALSE
"PORTUG","E10504",FALSE
"Антил","E10505",FALSE
"Антилай","E10506",FALSE
"Баден","E10507",FALSE
"Бас-Тер","E10508",TRUE
"Бехукаль","E10509",FALSE
"Большой Кю-де-Сак","E10510",TRUE
"Вельзевула","E10511",FALSE
"Византия и западный страна","E10512",TRUE
"Виктор Юг","E10513",TRUE
"Гранд-Тер","E10514",TRUE
"Губа","E10515",FALSE
"День Покров","E10516",TRUE
"Камчатка и Аляски","E10517",TRUE
"Корпус","E10518",FALSE
"Куба "" Артемид","E10519",TRUE
"Кунсткамер","E10520",FALSE
"Кю","E10521",FALSE
"Лем","E10522",FALSE
"Ляминский","E10523",FALSE
"Непир","E10524",FALSE
"Ново-Архангельск","E10525",TRUE
"Петр Афанасьевич","E10526",TRUE
"Понта Дельгад","E10527",TRUE
"Пуэнт-а-Питр","E10528",TRUE
"РАК","E10529",FALSE
"РАКа","E10530",FALSE
"Ривьер-Саль","E10531",TRUE
"Росит Линду","E10532",TRUE
"Росита Линда","E10533",TRUE
"Росс","E10534",FALSE
"Руссиа","E10535",FALSE
"Руссия","E10536",FALSE
"Самаров","E10537",FALSE
"Синоп","E10538",FALSE
"Скандинавия – Нордкап","E10539",TRUE
"Ту-рень","E10540",TRUE
"Турень Гавана","E10541",TRUE
"Флореш","E10542",FALSE
"Черноморский флот","E10543",TRUE
"авачинский бухта","E10544",TRUE
"антильский остров","E10545",TRUE
"большой Антила","E10546",TRUE
"бриг "" Артемид ""","E10547",TRUE
"бухарский слобода","E10548",TRUE
"бухта Гран-Кю-де-Сак-Марен","E10549",TRUE
"бухта Понта Дельгад","E10550",TRUE
"вашбродь","E10551",FALSE
"венсенский рова","E10552",TRUE
"весь другой на ляминский .","E10553",TRUE
"владение компания","E10554",TRUE
"город Бас-Тер","E10555",TRUE
"город Гавана","E10556",TRUE
"город Турень","E10557",TRUE
"гришиный","E10558",FALSE
"два Америка","E10559",TRUE
"дирекция компания","E10560",TRUE
"из южный гавань","E10561",TRUE
"императрица Мария","E10562",TRUE
"испанский провинция Куба","E10563",TRUE
"корпус","E10564",FALSE
"крымский деревня","E10565",TRUE
"ла Кабанья","E10566",TRUE
"ляминский","E10567",FALSE
"малый","E10568",FALSE
"малый Антилай","E10569",TRUE
"местечок Бехукаль","E10570",TRUE
"много река Западный Сибирь","E10571",TRUE
"молодой красавец , блестяще образованный , удивительно храбрый …","E10572",TRUE
"на остров Гаити","E10573",TRUE
"нева","E10574",FALSE
"неделимый Россия","E10575",TRUE
"но Куба","E10576",TRUE
"обдорск","E10577",FALSE
"остров Бас-Тер","E10578",TRUE
"остров Фаж","E10579",TRUE
"портовый город Амстердам","E10580",TRUE
"поселок Понта Дельгад","E10581",TRUE
"российский академия","E10582",TRUE
"российский американский","E10583",TRUE
"русский брига ?","E10584",TRUE
"сам проток Ривьер-Саль","E10585",TRUE
"северный Штат","E10586",TRUE
"соединить королевство","E10587",TRUE
"соленый Река","E10588",TRUE
"соленый река","E10589",TRUE
"сугроб спать застывать речка Туренка","E10590",TRUE
"финский город Або","E10591",TRUE
"французский государство","E10592",TRUE
"ханство Тумэн-Тура","E10593",TRUE
"экваториальный Африка","E10594",TRUE
"эль Морро","E10595",TRUE
"Ангорра","E10596",FALSE
"Борис","E10597",FALSE
"Брюсов","E10598",FALSE
"Брюсово","E10599",FALSE
"Егорк","E10600",FALSE
"Зое","E10601",FALSE
"Зоя","E10602",FALSE
"Инки","E10603",FALSE
"Инкина","E10604",FALSE
"Интернет Инки","E10605",TRUE
"Ихтымск","E10606",FALSE
"Краснореченск","E10607",FALSE
"Лисянки","E10608",FALSE
"Магиструс","E10609",FALSE
"Полянка","E10610",FALSE
"Рио-Гранд","E10611",TRUE
"Сана Петренко","E10612",TRUE
"Столба","E10613",FALSE
"Столбах","E10614",FALSE
"Столбов","E10615",FALSE
"Усадьба","E10616",FALSE
"Штурманят","E10617",FALSE
"Южнодольск","E10618",FALSE
"большой Краснореченск","E10619",TRUE
"бригада","E10620",FALSE
"весь земляной Вал","E10621",TRUE
"земляной Вал","E10622",TRUE
"инкин город","E10623",TRUE
"молочный","E10624",FALSE
"областной Краснореченск","E10625",TRUE
"островок с береза …","E10626",TRUE
"оськин город","E10627",TRUE
"полянка","E10628",FALSE
"поселок Столба","E10629",TRUE
"промышленный Южнодольск","E10630",TRUE
"сизо","E10631",FALSE
"строительный Вал","E10632",TRUE
"хроника Нарния","E10633",TRUE
"Алим","E10634",FALSE
"Бахчисара","E10635",FALSE
"Бомарзунд","E10636",FALSE
"Буськи","E10637",FALSE
"Диканьк","E10638",FALSE
"Екатеринскинский чей-то душа","E10639",TRUE
"Ерофейка","E10640",FALSE
"Карантинная бухта","E10641",TRUE
"Карасубазар","E10642",FALSE
"Коннектикут","E10643",FALSE
"Макарк","E10644",FALSE
"Мерся","E10645",FALSE
"Николаев","E10646",FALSE
"Николка","E10647",FALSE
"Николя́","E10648",FALSE
"РОПИТ","E10649",FALSE
"Рей","E10650",FALSE
"Ростислав","E10651",FALSE
"Русь стольный город византийский","E10652",TRUE
"Савушки","E10653",FALSE
"Сена","E10654",FALSE
"Соединить Штат","E10655",TRUE
"Таврида","E10656",FALSE
"Цареград -Херсонес","E10657",TRUE
"Царство Небесный","E10658",TRUE
"Южный и корабельный бухта","E10659",TRUE
"артиллерийский","E10660",FALSE
"артиллерийский бухта","E10661",TRUE
"весь российский империя","E10662",TRUE
"графский","E10663",FALSE
"губернский Симферополь","E10664",TRUE
"далекий страна Южный Америка","E10665",TRUE
"двенадцать Апостолов ""","E10666",TRUE
"екатеринский","E10667",FALSE
"камышовый","E10668",FALSE
"камышовый бухта","E10669",TRUE
"карантинный","E10670",FALSE
"карантинный слободка","E10671",TRUE
"корабельный слободка","E10672",TRUE
"косой переулок","E10673",TRUE
"кто бывать нынче …","E10674",TRUE
"курский губерния","E10675",TRUE
"маленький зеленый Балте","E10676",TRUE
"мертвый екатеринский","E10677",TRUE
"морской","E10678",FALSE
"по Екатеринскинский","E10679",TRUE
"почти Бетси","E10680",TRUE
"российский Общество Пароходство","E10681",TRUE
"самый знаменитый Малахов","E10682",TRUE
"севастопольский рейд","E10683",TRUE
"северный бухта","E10684",TRUE
"седьмой бастион","E10685",TRUE
"сейчас артиллерийский слободка","E10686",TRUE
"селение Зуй","E10687",TRUE
"серый Балтика","E10688",TRUE
"создатель …","E10689",FALSE
"стрелецкий","E10690",FALSE
"сухарный бухта","E10691",TRUE
"тайна Вселенная","E10692",TRUE
"тё-таня","E10693",TRUE
"флот","E10694",FALSE
"херсонесский","E10695",FALSE
"херсонесский монастырь","E10696",TRUE
"царский Село","E10697",TRUE
"южный Россия","E10698",TRUE
"Елька","E10699",FALSE
"Ельке","E10700",FALSE
"Ельки","E10701",FALSE
"Елькин страна","E10702",TRUE
"Затомск","E10703",FALSE
"Мита ?","E10704",FALSE
"Мокрушино","E10705",FALSE
"Никарагуа","E10706",FALSE
"Нукаригв","E10707",FALSE
"Остаткино","E10708",FALSE
"Северо-Посадск","E10709",TRUE
"Усадьб","E10710",FALSE
"Усадьба Митя","E10711",TRUE
"Фрэнсис Дрейк","E10712",TRUE
"генератор город","E10713",TRUE
"деревня Мокрушино","E10714",TRUE
"елькин страна Нукаригв","E10715",TRUE
"мить","E10716",FALSE
"одесский","E10717",FALSE
"одесский Жаннет","E10718",TRUE
"придумать название Нукаригв","E10719",TRUE
"стена","E10720",FALSE
"Аптекоуправление","E10721",FALSE
"Б ""","E10722",FALSE
"Бердянск","E10723",FALSE
"ВПК","E10724",FALSE
"Вась","E10725",FALSE
"Кобылкино","E10726",FALSE
"Колесо","E10727",FALSE
"Мара","E10728",FALSE
"Марк Шагал","E10729",TRUE
"Осинцев","E10730",FALSE
"Таволги","E10731",FALSE
"Цаплино","E10732",FALSE
"базарный переулок","E10733",TRUE
"всемирный пространство Колесо","E10734",TRUE
"год о х о рождение о шод е год","E10735",TRUE
"город Ялупаевск","E10736",TRUE
"добрый Солнце","E10737",TRUE
"племя Бака-тутум","E10738",TRUE
"поселок Цаплино","E10739",TRUE
""" Розалин ""","E10740",FALSE
"Боровиха","E10741",FALSE
"Византийск","E10742",FALSE
"Византийск Юджин","E10743",TRUE
"Конус","E10744",FALSE
"Ново-Находкино","E10745",TRUE
"ОГ","E10746",FALSE
"ОРСВО","E10747",FALSE
"Отель "" морской ""","E10748",TRUE
"Петька Викулов","E10749",TRUE
"Петькин город","E10750",TRUE
"Розалина","E10751",FALSE
"Северо-Восточный Республика","E10752",TRUE
"Старополь","E10753",FALSE
"Старотопол Эльза Оттовна","E10754",TRUE
"Старотополь","E10755",FALSE
"Южки","E10756",FALSE
"Южкой","E10757",FALSE
"а "" игла","E10758",TRUE
"а Конус","E10759",TRUE
"ай …","E10760",FALSE
"бывший мужской гимназия …","E10761",TRUE
"великий Хронос","E10762",TRUE
"великий пространство","E10763",TRUE
"весь Полуостров","E10764",TRUE
"всякий","E10765",FALSE
"город Дмитров","E10766",TRUE
"загорский кл-ща","E10767",TRUE
"здешний Республика","E10768",TRUE
"зеленый Односторонка","E10769",TRUE
"изумрудный","E10770",FALSE
"камчатский","E10771",FALSE
"матушка - Земля","E10772",TRUE
"миссый Вселенная","E10773",TRUE
"моск . область","E10774",TRUE
"моська","E10775",FALSE
"наш Республика","E10776",TRUE
"нынешний Византийск","E10777",TRUE
"объединенный Гвардия","E10778",TRUE
"объединить Республика северо-Восточный область","E10779",TRUE
"он один такой ?","E10780",TRUE
"песня Джим","E10781",TRUE
"петька","E10782",FALSE
"пит","E10783",FALSE
"полынный переулок","E10784",TRUE
"прежний Старотополь","E10785",TRUE
"приморский Византийск","E10786",TRUE
"пристаня","E10787",FALSE
"пространство на "" Игла ""","E10788",TRUE
"рыночный","E10789",FALSE
"свой древний и захолустный Старотопол","E10790",TRUE
"скорбящий Республика","E10791",TRUE
"старинный эпопея Толкин","E10792",TRUE
"старотополь","E10793",FALSE
"три Парус","E10794",TRUE
"фирма "" Скок-Сок","E10795",TRUE
"шкиперский улица","E10796",TRUE
"школа ЧПИД","E10797",TRUE
"эскадрон Рио","E10798",TRUE
"я …","E10799",FALSE
"Александр Егорыч","E10800",TRUE
"Артем","E10801",FALSE
"Бай-Отте","E10802",TRUE
"Баранья Костя","E10803",TRUE
"Бейсболка","E10804",FALSE
"Большой Хельт","E10805",TRUE
"Запретка","E10806",FALSE
"Кей и Нитка","E10807",TRUE
"Кромвель","E10808",FALSE
"Максим Шмель","E10809",TRUE
"Мур","E10810",FALSE
"Нежинский микрорайон","E10811",TRUE
"Неплянск","E10812",FALSE
"Нитка","E10813",FALSE
"Нитки","E10814",FALSE
"Ново-Картинск","E10815",TRUE
"Пространств","E10816",FALSE
"Пустырей","E10817",FALSE
"Пустырь","E10818",FALSE
"Соннора","E10819",FALSE
"Сонорр","E10820",FALSE
"Управа","E10821",FALSE
"Юрландия","E10822",FALSE
"в Неплянск","E10823",TRUE
"верхний Саттар","E10824",TRUE
"всенародный Республика","E10825",TRUE
"город семь Пятниц","E10826",TRUE
"городка","E10827",FALSE
"городок Бай-Отт","E10828",TRUE
"историография","E10829",FALSE
"княжество малый Хельт","E10830",TRUE
"малый Хельт","E10831",TRUE
"не-а …","E10832",TRUE
"невидимый город что-то нарушить в устояться летний структура Пустырей","E10833",TRUE
"полк","E10834",FALSE
"поселок Коробчиха","E10835",TRUE
"рай","E10836",FALSE
"река Хамазл","E10837",TRUE
"северо-восточный провинция","E10838",TRUE
"серый Крепость","E10839",TRUE
"совиный урочище","E10840",TRUE
"сопредельный Соннор","E10841",TRUE
"странный страна Сомбро","E10842",TRUE
"тридевятый Посада","E10843",TRUE
"хельтский герцогство","E10844",TRUE
"этот Пустырь","E10845",TRUE
"южный Атлантика","E10846",TRUE
"Август Головка","E10847",TRUE
"Авка и Гуська","E10848",TRUE
"Бум","E10849",FALSE
"ГВИПе","E10850",FALSE
"Горка","E10851",FALSE
"Звенкин материк","E10852",TRUE
"Леонпупо","E10853",FALSE
"Никалукия","E10854",FALSE
"Ост. тр. - ---------------------22a----2-2-2-2-2-2-2-2-2-2224","E10855",TRUE
"Северный Тыквореп","E10856",TRUE
"Тит Минутка","E10857",TRUE
"Тыквогония","E10858",FALSE
"Тыквогония полуостров","E10859",TRUE
"больший черный пустота","E10860",TRUE
"великий Ик","E10861",TRUE
"великий наш Двуполовинус Уко","E10862",TRUE
"верхний мир","E10863",TRUE
"верхний страна","E10864",TRUE
"весь Созвездий","E10865",TRUE
"весь Тыквогония","E10866",TRUE
"всемирный Черепах","E10867",TRUE
"всемирный Черепах Мукка-Вукка","E10868",TRUE
"всемирный черный Пустота","E10869",TRUE
"всемирный черный пустота","E10870",TRUE
"всеобщий Восхищение","E10871",TRUE
"всеобщий добрый Тетушки","E10872",TRUE
"герцогство Караутан","E10873",TRUE
"главный ведомство императорский Педагогика","E10874",TRUE
"глубинный мир","E10875",TRUE
"глубинный мир Авка","E10876",TRUE
"глубинный столица","E10877",TRUE
"глубинный столица Полупомпилий Квадратус","E10878",TRUE
"городской берег","E10879",TRUE
"дикий область","E10880",TRUE
"ик …","E10881",FALSE
"императорский дикий пляж","E10882",TRUE
"козиный слобода","E10883",TRUE
"кто первый ?","E10884",TRUE
"никакой Звенка","E10885",TRUE
"планета Зеленай Шулеглоб","E10886",TRUE
"подземный универсальный уученый Круг","E10887",TRUE
"республика Никалукия","E10888",TRUE
"столица Тыквогония","E10889",TRUE
"страна Никалукия","E10890",TRUE
"тыквогонский империя","E10891",TRUE
"тыквогонский столица","E10892",TRUE
"утренний Тыквоцвет","E10893",TRUE
"хутор зеленый Пятка","E10894",TRUE
"эй","E10895",FALSE
"N","E10896",FALSE
"Белорусия","E10897",FALSE
"Западный Украина Южка","E10898",TRUE
"Лина","E10899",FALSE
"Литвиновка","E10900",FALSE
"МосквЪ","E10901",FALSE
"Новокаменск","E10902",FALSE
"Остров Капитанов","E10903",TRUE
"Светлов","E10904",FALSE
"Светлово","E10905",FALSE
"Севастополь Славк","E10906",TRUE
"Федя Зарецкий","E10907",TRUE
"Франк Гудо","E10908",TRUE
"Южка","E10909",FALSE
"адмирал Макаров ""","E10910",TRUE
"андреевский поселок","E10911",TRUE
"великий ГосударынЪ ЕКАТЕРИНЪII ""","E10912",TRUE
"древний марсианский столица","E10913",TRUE
"замечательный город Севастополь","E10914",TRUE
"зимний переулок","E10915",TRUE
"известный только мы остров Капитанов","E10916",TRUE
"кузнечный переулок","E10917",TRUE
"на …","E10918",FALSE
"петровский спуск","E10919",TRUE
"поселок Серятино","E10920",TRUE
"сантальский остров","E10921",TRUE
"синий Лотос ""","E10922",TRUE
"сквер Сандро","E10923",TRUE
"только Кнаба","E10924",TRUE
"французский борьа","E10925",TRUE
"Петропавловский гавань","E10926",TRUE
"Петропавловский порт на Камчатка","E10927",TRUE
"Разлив","E10928",FALSE
"поселок Петрово-Дальне","E10929",TRUE
"эк","E10930",FALSE
"Берия","E10931",FALSE
"Биробиджан","E10932",FALSE
"Господь","E10933",FALSE
"Ковальчуков","E10934",FALSE
"Л. П. Берия","E10935",TRUE
"Москва дорога …","E10936",TRUE
"Нептун балтийский море","E10937",TRUE
"Рог Оборона","E10938",TRUE
"Франческий Гааль","E10939",TRUE
"Ханты-Мансийск и Салехард","E10940",TRUE
"деревня Решетниково","E10941",TRUE
"дирижабль …","E10942",FALSE
"квартал","E10943",FALSE
"нынешний ЖКО","E10944",TRUE
"одинокий Темчик","E10945",TRUE
"остров даманский","E10946",TRUE
"параллельный Семаков","E10947",TRUE
"перекопский улица","E10948",TRUE
"улица Киров","E10949",TRUE
"чин НКВД","E10950",TRUE
"шестой бастионный ""","E10951",TRUE
"юность маша Строгова","E10952",TRUE
""" Детлит ""","E10953",FALSE
"Барловенто","E10954",FALSE
"Веч","E10955",FALSE
"Виталий Бугров","E10956",TRUE
"Детлит","E10957",FALSE
"Л-д","E10958",TRUE
"Матансас","E10959",FALSE
"Совроссия","E10960",FALSE
"Тугулай","E10961",FALSE
"УрГУ","E10962",FALSE
"Франк Гуд","E10963",TRUE
"Церетели","E10964",FALSE
"Эль Морро","E10965",TRUE
"гриновский Гель-Гья","E10966",TRUE
"издательство …","E10967",FALSE
"малый Репейникик","E10968",TRUE
"пинар-дель- Рио","E10969",TRUE
"проклятый Америка","E10970",TRUE
"ск.","E10971",FALSE
"тонна о рождение","E10972",TRUE
"тысяча Километров отсюда вспомянуть детство","E10973",TRUE
"тюменский","E10974",FALSE
"уральский","E10975",FALSE
"этот Славк","E10976",TRUE
"Батуми-Одесс","E10977",TRUE
"Большой бухта Севастополь","E10978",TRUE
"Вятки ( нынешний Киров","E10979",TRUE
"Парфенов","E10980",FALSE
"Парфёново","E10981",FALSE
"Порт-ртура","E10982",TRUE
"городище","E10983",FALSE
"деревня Парфёново","E10984",TRUE
"круглый "" ленинский "" баня","E10985",TRUE
"маленький Мука","E10986",TRUE
"новый Юрт","E10987",TRUE
"новый Юрта","E10988",TRUE
"новый Юртам","E10989",TRUE
"новый Юртами","E10990",TRUE
"новый Юртах","E10991",TRUE
"родной Тура","E10992",TRUE
"родной Тюмень","E10993",TRUE
"тогдашний Москва","E10994",TRUE
"ялуторовский","E10995",FALSE
""" Эспад","E10996",FALSE
""" Эспад ""","E10997",FALSE
""" солнечный Радость ""","E10998",TRUE
""" солнечный радость","E10999",TRUE
"Авдеевка","E11000",FALSE
"Александр Медведев","E11001",TRUE
"Аркаима","E11002",FALSE
"Белилинд","E11003",FALSE
"Гарантия Гарантьевич","E11004",TRUE
"Германия Корнеич","E11005",TRUE
"Гига","E11006",FALSE
"Гладилинск","E11007",FALSE
"Гряда","E11008",FALSE
"Дзымба","E11009",FALSE
"Дзымбе","E11010",FALSE
"Дракуэли","E11011",FALSE
"Дракуэль","E11012",FALSE
"Дым-Шиша","E11013",TRUE
"Елохово","E11014",FALSE
"Институт Хитростей Космос","E11015",TRUE
"Кирилл Инаков","E11016",TRUE
"Ковригина","E11017",FALSE
"Ковригино","E11018",FALSE
"Ковчег","E11019",FALSE
"Лебедев","E11020",FALSE
"Московкина","E11021",FALSE
"Октябрьский","E11022",FALSE
"Оле-жек","E11023",TRUE
"Орловка","E11024",FALSE
"Полухин","E11025",FALSE
"Полухино","E11026",FALSE
"Примус","E11027",FALSE
"Пропорция","E11028",FALSE
"Профсоюзный","E11029",FALSE
"Прошка","E11030",FALSE
"Роман Вострец","E11031",TRUE
"Рыбачий","E11032",FALSE
"Словко","E11033",FALSE
"Хитростей Космос","E11034",TRUE
"Эспад","E11035",FALSE
"Язык","E11036",FALSE
"белилиндовский республика","E11037",TRUE
"в "" Эспад ""","E11038",TRUE
"великий Британия","E11039",TRUE
"весь "" Эспад ""","E11040",TRUE
"вечный путь","E11041",TRUE
"гарантия Гарантьевич","E11042",TRUE
"город Преображенск","E11043",TRUE
"горький Ра","E11044",TRUE
"деревня Полухино","E11045",TRUE
"древний планета Земля","E11046",TRUE
"еловый озеро","E11047",TRUE
"звезда Примус","E11048",TRUE
"мелководный Балтика","E11049",TRUE
"на древний планета Земля","E11050",TRUE
"остров контрольный","E11051",TRUE
"планета Дзымба","E11052",TRUE
"планета Дракуэль","E11053",TRUE
"планета Дым-Шиш","E11054",TRUE
"пресс-центр "" Стрел "" из Москва","E11055",TRUE
"прошка","E11056",FALSE
"рубка","E11057",FALSE
